ogc_fid,objectid,effective,year_effec,status,ulurpno,lucats,project_na,shape_leng,shape_area,ULURP_num,Name,Borough,Zoning Map,layer,path
179,700,2007/09/10 00:00:00.000,"2007",Adopted,070432zmk,"070432",COOK STREET,1482.058679520067017,125025.631225293356692,"070432",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
180,701,2007/04/23 00:00:00.000,"2007",Adopted,050037zmq,"050037",JUNCTION BLVD,791.494800588085582,37774.716954512638040,"050037",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
181,702,2007/10/17 00:00:00.000,"2007",Adopted,040161zmk,"040161",KINGS MATERIAL,931.893658858708022,53458.129068216832820,"040161",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
182,703,2007/09/25 00:00:00.000,"2007",Adopted,070427zmm,"070427",UPPER WEST SIDE REZONING,21924.404430880993459,5174763.980188289657235,"070427",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
183,751,2007/07/25 00:00:00.000,"2007",Adopted,060545zmk,"060545",AM&G WATERPROOFING II,942.442928135305010,43774.079742730398721,"060545",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
184,752,2006/09/13 00:00:00.000,"2006",Adopted,040543zmm,"040543",TRIBECA NORTH REZONING,2592.205446884520825,314528.549040328303818,"040543",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
185,753,2013/12/10 00:00:00.000,"2013",Adopted,080322zmk,"080322",RHEINGOLD REZONING,5514.892037828967659,898885.561114875716157,"080322",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
186,754,2008/10/07 00:00:00.000,"2008",Adopted,080333zmm,"080333",E125TH ST DEV,2673.544678558456326,393983.071068105869927,"080333",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
187,755,2008/03/26 00:00:00.000,"2008",Adopted,080213zmk,"080213",GRAND STREET REZONING,7520.963282480828639,1276035.825745149282739,"080213",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
188,756,2008/11/19 00:00:00.000,"2008",Adopted,080397azmm,080397a,EAST VILLAGE/LOWER EAST SIDE,19111.430880428139062,17318402.377725407481194,"080397",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
189,757,2004/06/28 00:00:00.000,"2004",Adopted,040171zmk,"040171",DOWNTOWN BKLYN DEVELOPMENT,23018.919693765819829,4603256.466939119622111,"040171",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
190,758,2007/09/10 00:00:00.000,"2007",Adopted,070314azmq,070314a,THE JAMAICA PLAN,88391.829421168862609,51427638.473461471498013,"070314",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
191,759,2005/12/08 00:00:00.000,"2005",Adopted,060084zmx,"060084",OLINVILLE AREA REZO & TEXT AMEND,23301.152413625117333,6000665.449113703332841,"060084",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
192,760,2006/03/22 00:00:00.000,"2006",Adopted,060153zmq,"060153",MIDDLE VILLAGE-GLENDALE REZONING,39249.738016855808382,28474594.111831296235323,"060153",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
193,761,2004/09/28 00:00:00.000,"2004",Adopted,040479zmx,"040479",THROGS NECK AREA REZONING,99744.549747222103179,55346586.887788884341717,"040479",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
194,762,2006/02/15 00:00:00.000,"2006",Adopted,060108zmx,"060108",VILLAGE OF BAYCHESTER REZONING,4378.974221791044329,647808.785114679252729,"060108",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
195,763,2006/04/26 00:00:00.000,"2006",Adopted,060259zmq,"060259",BAYSWATER REZONING,47336.193547992254025,11937692.689762186259031,"060259",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
196,764,2006/06/29 00:00:00.000,"2006",Adopted,060294zmq,"060294",MASPETH-WOODSIDE,51946.488944208867906,20143471.414806112647057,"060294",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
197,765,2008/01/30 00:00:00.000,"2008",Adopted,060225zmm,"060225",TUCK-IT-AWAY,1463.817386224508709,102995.120576785033336,"060225",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
198,766,2008/04/16 00:00:00.000,"2008",Adopted,070289zmm,"070289",REI/RED CROSS REZONING,2044.730925205736639,169435.233919142658124,"070289",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
199,767,2008/03/26 00:00:00.000,"2008",Adopted,070529zmm,"070529",EAST RIVER REALTY CO.,3921.538322425160004,669175.902342288522050,"070529",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
200,768,2007/10/29 00:00:00.000,"2007",Adopted,070521zmq,"070521",FOREST HILLS SO REZONING,18248.753027988597751,4263295.755742492154241,"070521",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
201,769,2008/02/27 00:00:00.000,"2008",Adopted,080101zmq,"080101",BRIARWOOD REZONING,24460.052935956933652,5039815.079911082051694,"080101",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
202,770,2008/04/16 00:00:00.000,"2008",Adopted,080202zmr,"080202",WESTERLEIGH REZONING,21738.144633248179161,8996359.785719003528357,"080202",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
203,771,2008/04/30 00:00:00.000,"2008",Adopted,080141zmk,"080141",WATKINS ST COOPS,1658.152228839972850,100904.332910378929228,"080141",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
204,772,2008/10/27 00:00:00.000,"2008",Adopted,080426zmr,"080426",ST GEORGE DIST,10979.969605838079588,3427841.101739150471985,"080426",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
205,773,2008/04/16 00:00:00.000,"2008",Adopted,080233zmx,"080233",ROSCOE C BROWNE JR APTS,1381.988091358394286,82255.461177301564021,"080233",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
206,774,2008/04/16 00:00:00.000,"2008",Adopted,080222zmx,"080222",COURTLANDT CORNERS I & II,1123.184859221220677,57978.782253489785944,"080222",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
207,775,2008/06/29 00:00:00.000,"2008",Adopted,080219zmm,"080219",W127TH ST,1374.971787884376681,110765.358745902660303,"080219",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
208,776,2008/05/14 00:00:00.000,"2008",Adopted,080228zmk,"080228",NEW LOTS PLAZA,1498.213914344726163,117686.063714692645590,"080228",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
209,777,2008/06/12 00:00:00.000,"2008",Adopted,050172zmx,"050172",WESTCHESTER AVE REZONING,1518.683548557476115,126768.742485046270303,"050172",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
210,778,2008/09/24 00:00:00.000,"2008",Adopted,060467zmq,"060467",88TH ST REZONING,1309.789869393166100,106287.126112082434702,"060467",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
211,779,2011/04/06 00:00:00.000,"2011",Adopted,070579zmk,"070579",542-556 HOWARD AVE,1443.885480405901490,96688.291883109413902,"070579",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
212,780,2008/07/23 00:00:00.000,"2008",Adopted,050018zmx,"050018",ST ANN'S AVE DEV,2108.436831339582568,219156.009246485307813,"050018",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
213,781,2008/02/27 00:00:00.000,"2008",Adopted,050236zmk,"050236",DAHILL RD,1655.455206597603137,101744.396406878877315,"050236",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
214,782,2008/12/09 00:00:00.000,"2008",Adopted,080203zmq,"080203",WATERPOINTE,4422.027950099817645,1159430.878532672300935,"080203",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
215,783,2009/01/28 00:00:00.000,"2009",Adopted,060021zmq,"060021",ASTORIA BLVD,892.174221173163005,44400.637081616659998,"060021",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
216,784,2008/12/18 00:00:00.000,"2008",Adopted,080517zmx,"080517",VIA VERDE/THE GREEN WAY,2104.468919896442458,190056.772052085667383,"080517",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
217,785,2011/08/17 00:00:00.000,"2011",Adopted,080491zmk,"080491",TEDDY'S BAR AND GRILL,1368.568378143237624,85490.887112391166738,"080491",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
218,786,2008/07/23 00:00:00.000,"2008",Adopted,070575zmm,"070575",HUDSON SQ NO,1481.543670334247963,103338.765928552471451,"070575",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
219,787,2009/03/11 00:00:00.000,"2009",Adopted,090047zmk,"090047",363-365 BOND STREET,1991.909295979687840,257106.413110150606371,"090047",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
220,788,2009/07/29 00:00:00.000,"2009",Adopted,090334zmk,"090334",GREENPOINT-WILLIAMSBURG CONTEXTUAL,40575.839006803500524,24716264.298561479896307,"090334",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
221,789,2009/04/02 00:00:00.000,"2009",Adopted,090079zmk,"090079",GATEWAY ESTATES II,15169.673923400747299,12176013.435533178970218,"090079",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
222,790,2009/06/10 00:00:00.000,"2009",Adopted,070504zmk,"070504",111 UNION ST REZONING,613.438805241893419,23417.994419314549305,"070504",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
223,791,2009/05/20 00:00:00.000,"2009",Adopted,080008zmm,"080008",THE CLINTON PARK,1522.811005029932858,131850.089037149038631,"080008",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
224,792,2009/03/24 00:00:00.000,"2009",Adopted,090146zmx,"090146",BROADWAY PLAZA REZONING,1784.160082595309859,195446.680605858156923,"090146",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
225,793,2009/05/06 00:00:00.000,"2009",Adopted,090179zmk,"090179",OCEANA-BRIGHTON-BY-THE-SEA,1029.688306936263871,64466.178440446230525,"090179",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
226,794,2009/06/10 00:00:00.000,"2009",Adopted,090181zmk,"090181",DOCK STREET DUMBO,1031.786672536303058,66333.233601378713502,"090181",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
227,795,2009/04/22 00:00:00.000,"2009",Adopted,070396zmk,"070396",354 CLARKSON AVE,1656.985412864571799,145176.871078125288477,"070396",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
228,796,2009/07/29 00:00:00.000,"2009",Adopted,090336zmk,"090336",FLATBUSH REZONING,30817.134859973401035,38168592.463284477591515,"090336",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
229,797,2009/06/30 00:00:00.000,"2009",Adopted,090303zmx,"090303",LOWER CONCOURSE,16822.201714607756003,5075237.825775952078402,"090303",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
230,798,2009/04/22 00:00:00.000,"2009",Adopted,090132zmm,"090132",150 AMSTERDAM AVE,918.485889209694506,49106.164422031943104,"090132",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
231,799,2009/06/30 00:00:00.000,"2009",Adopted,090283zmq,"090283",CORD MEYER-FOREST HILLS,11735.079186345059497,5392153.816544710658491,"090283",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
232,800,2009/05/20 00:00:00.000,"2009",Adopted,090125zmm,"090125",HOBBS COURT,978.526682868403100,59456.337960968776315,"090125",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
233,801,2009/05/20 00:00:00.000,"2009",Adopted,090250zmk,"090250",CONEY ISLAND COMMONS,1487.601436349426422,133047.157251190510578,"090250",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
234,802,2009/04/22 00:00:00.000,"2009",Adopted,090281zmq,"090281",NORTH FLUSHING,45391.203872772384784,36408777.625196754932404,"090281",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
235,803,2009/07/29 00:00:00.000,"2009",Adopted,090319zmq,"090319",SPEC COLLEGE PT DIST,25343.902184185833903,23237750.151623521000147,"090319",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
236,804,2009/03/11 00:00:00.000,"2009",Adopted,090120zmm,"090120",BATTERY MARITIME BLDG,2369.967197270954330,358190.247671473596711,"090120",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
237,805,2009/09/30 00:00:00.000,"2009",Adopted,090365zmx,"090365",161ST STREET REZONING,9070.721753714213264,809020.961435384931974,"090365",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
238,806,2009/09/30 00:00:00.000,"2009",Adopted,090342zmx,"090342",SS ADMINISTRATION PARKING,1172.662630618514640,83595.037482766492758,"090342",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
239,807,2009/11/30 00:00:00.000,"2009",Adopted,090096zmk,"090096",131-7 BERRY ST,538.836328714015622,18135.961622119444655,"090096",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
240,808,2010/06/09 00:00:00.000,"2010",Adopted,080157zmx,"080157",CROTONA TERRACE,1485.209636258921364,122173.485351845432888,"080157",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
241,809,2009/12/21 00:00:00.000,"2009",Adopted,090433zmm,"090433",WESTERN RAIL YARDS,3398.206006756645820,719816.936730422661640,"090433",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
242,810,2009/10/14 00:00:00.000,"2009",Adopted,030129zmq,"030129",EXCELSIOR RESID/GRAND CENTRAL PKWY,3322.010012914401614,622183.197386257583275,"030129",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
243,811,2009/12/21 00:00:00.000,"2009",Adopted,090430zmm,"090430",WESTERN RAIL YARDS/MTA SITE,457.276979567260923,12399.849111925464967,"090430",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
244,812,2009/10/28 00:00:00.000,"2009",Adopted,090462zmk,"090462",CARROLL GARDENS & COLUMBIA ST,21304.690273781587166,12193742.677160285413265,"090462",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
245,813,2009/10/28 00:00:00.000,"2009",Adopted,090308zmk,"090308",ELDERT LANE RESIDENTIAL DEV,1943.345068480610962,243560.350582513376139,"090308",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
246,814,2009/12/21 00:00:00.000,"2009",Adopted,090413zmk,"090413",BROADWAY TRIANGLE URA,5673.606939754453379,1325652.594740029191598,"090413",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
247,815,2009/12/09 00:00:00.000,"2009",Adopted,080039zmm,"080039",W129TH ST,1643.264989391625704,143166.532698090159101,"080039",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
248,816,2010/02/03 00:00:00.000,"2010",Adopted,090397zmx,"090397",WEBSTER AVENUE RESIDENTIAL DEV,2673.839759422049610,247987.746631333226105,"090397",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
249,817,2009/09/30 00:00:00.000,"2009",Adopted,090441zmk,"090441",470 VANDERBILT AVE,2179.663707155424163,214708.420530362840509,"090441",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
250,818,2010/03/03 00:00:00.000,"2010",Adopted,100051zmm,"100051",W44TH ST & 11TH AVE,1979.452017699543603,191201.217102542199427,"100051",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
251,819,2010/04/14 00:00:00.000,"2010",Adopted,080339zmk,"080339",ROSE PLAZA ON THE RIVER,2139.085291140865138,251467.460685123922303,"080339",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
252,820,2009/07/29 00:00:00.000,"2009",Adopted,090310zmk,"090310",DUMBO REZONING,4423.830138015873672,920791.369056268711574,"090310",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
253,821,2010/10/13 00:00:00.000,"2010",Adopted,100036zmx,"100036",THE CROSSINGS AT SOUTHERN BLVD,2117.707596906564504,177505.549442750751041,"100036",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
254,822,2010/04/14 00:00:00.000,"2010",Adopted,100120zmr,"100120",GRYMES HILL/SUNNYSIDE,7864.214732166866270,3355074.571866632439196,"100120",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
255,823,2011/06/14 00:00:00.000,"2011",Adopted,110177zmm,"110177",WEST CLINTON REZONING,10250.307096650314634,2983686.237128840759397,"110177",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
256,824,2010/04/29 00:00:00.000,"2010",Adopted,060550zmq,"060550",QUEENS BLVD REZONING,1605.748789012225870,148915.239141679543536,"060550",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
257,825,2010/07/29 00:00:00.000,"2010",Adopted,100185zmk,"100185",THE NEW DOMINO,4795.945537844484534,962932.286364244646393,"100185",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
258,826,2010/06/29 00:00:00.000,"2010",Adopted,090143zmx,"090143",625 E FORDHAM RD,940.207484261529089,54419.020570903754560,"090143",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
259,827,2011/01/18 00:00:00.000,"2011",Adopted,080293zmq,"080293",BELL BLVD,717.053599499030042,31741.115141298610979,"080293",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
260,828,2010/08/25 00:00:00.000,"2010",Adopted,100047zmm,"100047",15 PENN PLAZA,1575.539277312560898,137003.223374318215065,"100047",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
261,829,2010/07/29 00:00:00.000,"2010",Adopted,100207zmq,"100207",FLUSHING COMMONS,2328.665402309310593,334833.355164935346693,"100207",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
262,830,2010/07/29 00:00:00.000,"2010",Adopted,030223zmq,"030223",35TH AVE REZONING,1440.040084311112423,124324.594805743254256,"030223",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
263,834,2010/10/13 00:00:00.000,"2010",Adopted,100407zmx,"100407",THIRD AVE-TREMONT AVE CORRIODORS,26298.867416072935157,6568938.507926706224680,"100407",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
264,835,2010/09/16 00:00:00.000,"2010",Adopted,100145zmq,"100145",HOUR CHILDREN,1894.656472203458407,220046.096416605985723,"100145",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
265,836,2010/10/13 00:00:00.000,"2010",Adopted,080129zmx,"080129",3500 PARK AVENUE,1139.868858720358958,75605.438246687597712,"080129",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
266,837,2010/10/27 00:00:00.000,"2010",Adopted,100437zmm,"100437",WASHINGTON/GREENWICH STS,3776.562034175933150,324958.216192062885966,"100437",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
267,838,2010/10/13 00:00:00.000,"2010",Adopted,100277zmm,"100277",SUGAR HILL PROJ,1171.816761422318905,84957.307212715386413,"100277",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
268,839,2012/11/13 00:00:00.000,"2012",Adopted,120309zmm,"120309",WEST HARLEM REZONING,25709.438125102031336,14145117.454862013459206,"120309",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
